chrom	start	end	dendritic_meth	dendritic_depth	endothelial_meth	endothelial_depth	eosinophil_meth	eosinophil_depth	erythroblast_meth	erythroblast_depth	macrophage_meth	macrophage_depth	monocyte_meth	monocyte_depth	neutrophil_meth	neutrophil_depth	placenta_meth	placenta_depth	tcell_meth	tcell_depth	adipose_meth	adipose_depth	brain_meth	brain_depth	fibroblast_meth	fibroblast_depth	heart_meth	heart_depth	hepatocyte_meth	hepatocyte_depth	lung_meth	lung_depth	mammary_meth	mammary_depth	megakaryocyte_meth	megakaryocyte_depth	skeletal_meth	skeletal_depth	small_intestine_meth	small_intestine_depth
chr1	159833691	159834192	156.985	211	83.008	117	251.965	302	161.05	235	143.995	178	262.989	355	449.945	541	83	125	247.031	258	481.59	534	83.0005	98	156.07	174	757.45	814	1467.83	1696	560.78	617	109.9987	142	59.985	116	220.86	228	287.99	298
chr1	160317781	160318282	13	20	11	11	143.009	164	22	23	21	26	186.027	235	114.994	122	63	69	30.001	32	683.65	732	512.9973	550	347.01	383	842.91	910	580.05	631	600.97	642	131.0013	149	18.001	19	317.57	339	422.01	434
chr1	160629184	160629685	449.018	536	189.008	227	570.027	626	371.025	427	446.982	478	665.011	704	841.922	889	58	256	6.99	670	700.36	1039	339.0016	403	201.99	491	1074.5	1863	1437.86	1805	914.39	1190	133.9963	334	404.035	426	261.02	403	391.06	547
chr1	161195144	161195645	165.986	295	125.006	135	353	393	255.985	304	165.049	286	143.011	391	387.072	455	80	108	257	296	321.84	442	69.9983	92	223.38	244	568.39	744	1108.35	1192	436.95	560	90.0016	148	297.008	324	359.79	379	174.27	219
chr1	164767202	164767703	182.013	189	47.99	86	307.993	331	115.013	128	176.989	181	415.011	432	629.119	664	75	107	339.977	356	562.84	849	100.0009	106	83	326	771.08	1068	1011.25	1121	641.3	759	78.0001	103	82.992	84	221.84	332	364.28	499
chr1	165671403	165671904	204.979	250	117.011	124	324.018	348	179.018	195	141.983	235	151.002	319	406	505	79	100	300.027	305	473.41	593	106.0001	119	186.15	285	798.75	841	730.72	770	448.77	525	126.999	138	198.935	218	207.96	238	261.24	276
chr1	165816947	165817448	580.927	627	157.015	197	537.977	568	70.007	373	368.026	389	383	392	611.964	661	35	100	610.991	666	431.88	505	61.0002	67	237.18	251	385.05	743	513.89	554	418.55	473	148.9995	154	443.98	505	251.22	278	235.15	248
chr1	167516332	167516833	771.963	908	333.011	377	737.95	799	629.012	670	630.96	669	469.993	484	1091.038	1153	156	198	9.027	1067	690.72	772	257.0012	280	399.78	456	1163.99	1268	1706.22	1858	845.81	936	265.999	335	614.937	660	358.04	390	296.94	366
chr1	167517349	167517850	3481.798	4296	1605.069	1764	2942.135	3134	4821.322	5306	2859.905	3040	2527.218	2649	3787.174	3994	813	1062	39.154	3705	2041.45	2302	411.0001	484	647.22	879	3733.68	4207	8812.75	9715	2622.13	3048	397.9995	672	3773.629	4018	1388.56	1603	905.57	1071
chr1	167517566	167518067	4715.754	5608	1816.002	1960	4033.981	4315	5992.532	6579	3761.951	3970	3531.283	3671	5601.815	5924	1051	1323	38.154	4711	3100.88	3530	925.9979	1065	1198.94	1649	5199.67	5760	11951.79	13138	3310.49	3722	873.0073	1179	4894.648	5149	1850.32	2141	1372.79	1671
chr1	167517774	167518275	3855.928	4508	1305.816	1472	3723.937	4051	4362.456	4965	3472.081	3660	3729.341	3927	5837.655	6276	891	1197	17.994	4057	3639.72	4202	1666.0045	1817	1508.36	2151	5950.49	6880	12008.35	13596	3787.97	4394	1205.0093	1517	3824.834	4097	1738.06	2043	1558.93	1975
chr1	167517980	167518481	3914.175	4408	1336.909	1516	3658.872	3953	4072.275	4675	3465.182	3637	3830.996	4014	6234.672	6627	940	1278	9.048	4049	4366.47	4947	2154.0049	2315	1883.22	2489	7513.38	8556	12875.01	14312	4668.8	5318	1708.0135	1985	3677.955	3902	1904.14	2148	2103.77	2558
chr1	167517998	167518499	3770.13	4240	1315.909	1492	3508.878	3791	3943.266	4534	3375.182	3547	3683.999	3861	5991.681	6366	910	1248	9.048	3932	4207.2	4752	2127.0058	2279	1778.34	2375	7189.44	8181	12269.04	13580	4489.16	5129	1681.0132	1934	3551.958	3770	1841.17	2052	2022.71	2465
chr1	167518003	167518504	3770.13	4240	1315.909	1492	3508.878	3791	3943.266	4534	3375.182	3547	3683.999	3861	5991.681	6366	910	1248	9.048	3932	4207.2	4752	2127.0058	2279	1778.34	2375	7189.44	8181	12269.04	13580	4489.16	5129	1681.0132	1934	3551.958	3770	1841.17	2052	2022.71	2465
chr1	168261583	168262084	262.965	272	0	120	297.003	308	279.99	297	216.993	223	190.989	195	349.04	358	22	60	218.99	225	195.75	365	185.0063	207	44.03	175	319.47	634	623.97	685	290.35	427	22	89	255.035	278	106.98	139	161.78	181
chr1	173885463	173885964	5006.84	5259	2195.764	2300	904.002	3049	4384.004	4640	4287.832	4497	2610.053	2749	190.932	5607	1276	1345	4012.028	4132	2829.82	4024	931.001	1083	1445.32	1554	7043.36	7339	13953.29	14635	3657.28	4570	1353.9995	1397	4104.068	4196	2151.52	2217	2183.78	2245
chr1	173885529	173886030	5094.885	5425	2281.788	2389	878.988	3095	4537.016	4820	4414.829	4671	2712.074	2956	107.928	5886	1346	1423	4161.031	4284	2860.79	4043	891.0012	947	1477.52	1540	7310.04	7522	14892.38	15631	3768.79	4720	1388.0004	1420	4245.047	4340	2174.28	2243	2239.76	2284
chr1	173885538	173886039	5094.885	5425	2281.788	2389	878.988	3095	4537.016	4820	4414.829	4671	2712.074	2956	107.928	5886	1346	1423	4161.031	4284	2860.79	4043	891.0012	947	1477.52	1540	7310.04	7522	14892.38	15631	3768.79	4720	1388.0004	1420	4245.047	4340	2174.28	2243	2239.76	2284
chr1	173885571	173886072	5094.885	5425	2281.788	2389	878.988	3095	4537.016	4820	4414.829	4671	2712.074	2956	107.928	5886	1346	1423	4161.031	4284	2860.79	4043	891.0012	947	1477.52	1540	7310.04	7522	14892.38	15631	3768.79	4720	1388.0004	1420	4245.047	4340	2174.28	2243	2239.76	2284
chr1	174166993	174167494	53.002	84	65.004	68	110.016	159	12	34	54.001	111	85	173	160.997	285	40	57	138.007	161	455.18	522	241.0006	286	250.16	269	446.75	680	139.08	351	316.83	419	135.0004	167	29.99	45	247.19	303	205.95	274
chr1	179028012	179028513	488.019	524	402.024	414	335.951	534	272.926	521	559.04	582	596.047	615	896.031	989	241	305	638.987	684	734.55	774	202.9996	216	437.96	463	978.74	1020	725.75	801	711.1	738	320.9996	342	298.993	325	491.49	558	388.73	435
chr1	180479961	180480462	148.008	171	137.999	140	0	58	102.023	120	154.991	173	89.994	99	123.946	284	24	28	235.948	242	185.81	249	29.9996	32	116.12	122	480.1	514	250.14	260	230.5	257	32	33	98.998	116	173.25	187	117.98	133
chr1	182791472	182791973	560.078	568	245.942	264	393.986	478	0	112	499.918	526	468.032	478	886.126	914	136	192	734.048	756	1138.74	1258	228.0038	320	597.44	630	1515.2	1840	1560.44	1734	1366.96	1498	194.0014	268	12.02	70	634.98	740	549.52	642
chr1	182791514	182792015	560.078	568	245.942	264	393.986	478	0	112	499.918	526	468.032	478	886.126	914	136	192	734.048	756	1138.74	1258	228.0038	320	597.44	630	1515.2	1840	1560.44	1734	1366.96	1498	194.0014	268	12.02	70	634.98	740	549.52	642
chr1	184838667	184839168	15.985	81	20.012	53	0.99	62	51.002	56	0.989	81	2.011	162	9.002	303	12	35	155.971	173	12.77	237	10.9997	39	0	81	19.93	278	33.13	463	83.44	221	0	50	34.997	40	0	97	19.06	117
chr1	186974433	186974934	130.018	132	22.008	54	161.029	170	95.986	104	118.019	124	124.036	129	327.015	348	36	50	217.003	221	350.41	467	162.0006	170	13.06	250	410.77	563	276.26	323	366.38	422	138.002	143	71.008	74	162.72	178	182.7	195
chr1	202742397	202742898	740.09	823	280.049	291	476.101	647	861.105	902	604.061	655	435.056	481	105.968	922	124	170	776.024	794	683.73	898	171.0024	193	457.07	465	1452.18	1496	1327	1378	856.03	1043	252.9996	263	768.892	797	412.06	430	516.78	531
chr1	202756960	202757461	292.972	328	129	133	318.988	378	264.989	291	210.023	261	282.989	327	113.016	480	75	85	386.953	402	413.04	558	90.0002	93	188.34	249	785.66	864	1190.76	1301	453.37	564	149.0007	184	203.012	217	245.92	284	265.98	282
chr1	203489240	203489741	423.999	693	198.019	317	343.026	663	351.939	574	360.037	537	461.961	678	238.964	857	131	187	568.001	779	751.35	1246	311.0042	360	404.63	551	1641.68	1979	1635.86	2100	719.73	1243	247.0013	295	364.966	532	645.15	762	493.24	623
chr1	203806439	203806940	148.964	159	58.988	63	102.004	192	111.011	126	129.982	137	193.983	204	308.945	322	37	44	146.982	157	384.77	418	229.9978	243	149.97	216	500.52	556	585.29	622	330.88	357	106.9992	145	86.001	93	183.73	277	202.94	226
chr1	203957404	203957905	1005.007	1072	465.027	502	932.009	973	1055.992	1137	797.992	828	536.005	556	1248.091	1325	296	310	888.934	932	602.52	650	458.0004	477	595.88	696	962	1013	424.74	450	676.96	692	341.9993	404	853.077	945	665.56	741	313.09	332
chr1	205236494	205236995	1272.853	1370	666.956	692	103.111	658	1540.277	1698	872.957	922	572.951	604	474.052	1207	229	301	1018.048	1058	753.89	924	56	70	512.34	543	1508.49	1593	2472.95	2685	871.31	1062	118.9996	128	1578.105	1657	461.65	507	493.71	551
chr1	205598820	205599321	508.038	521	0	233	492.002	514	335.98	378	448.011	463	448.027	461	900.968	944	138	199	659.999	680	342.97	799	165.0004	222	380.02	455	581.49	1271	1745.05	2298	488.2	846	197.0015	257	251.99	271	361.02	458	300	411
chr1	205923697	205924198	3.999	28	18.999	20	81.006	90	12.004	18	4	4	129.009	154	137.993	162	33	54	65.011	75	163.87	172	33	33	103.2	107	207.81	224	568.85	599	134.22	158	58.9991	73	26.998	31	113.05	115	65.02	73
chr1	212893055	212893556	533.933	580	432.924	448	269.995	466	753.051	852	526.017	552	385.01	402	135.023	426	152	159	564.943	598	372.34	499	241.0003	270	211.08	248	598.88	628	412.75	459	361.01	438	183.0005	212	561.013	598	284.29	324	182.02	192
chr1	213150488	213150989	249.99	260	99.005	101	258	264	271.032	289	210.009	225	321.993	331	197.993	208	102	118	207.998	211	424.19	434	348.9991	361	202.76	214	759.82	785	416.53	460	466.51	482	184.9995	206	406.007	420	223.95	231	192.93	206
chr1	224160385	224160886	449.965	463	309.978	326	283.01	387	89.998	216	485.97	513	512.034	536	818.932	865	84	121	661.964	689	861.89	983	214.9977	231	359.04	379	1094.64	1303	985.08	1033	843.96	942	233.0008	261	170.006	213	473.14	533	443.9	475
chr1	224170822	224171323	226.943	443	288.009	310	258.993	463	475.949	510	199.979	442	203.016	375	224.06	906	161	198	579.977	612	411.19	623	210.9971	239	236	249	748.45	882	137.88	144	383.36	650	149.9986	215	492.969	521	214.09	231	229.95	308
chr1	224357590	224358091	45.031	358	47.009	185	21.061	544	299.946	565	12.977	347	51.023	664	26.992	1330	40	137	296.047	709	216.69	1390	69.0022	473	79.77	630	581.75	1782	527.72	1674	206.87	1238	20.0041	438	234.972	375	173.88	681	70.01	697
chr1	225631839	225632340	106.995	114	33.005	40	145.039	149	59.992	73	107.992	109	160.019	164	335.956	344	39	41	181.969	197	362.32	438	180.0045	216	169.12	174	430.3	548	272.82	286	331.88	386	104.9991	122	49.997	53	189	189	191.87	209
chr1	225860461	225860962	138.008	147	73.02	80	181.031	194	127.021	140	159.98	163	195.99	199	88.032	310	51	53	161.05	168	215.38	277	102.999	109	179.88	185	442.94	486	477.94	524	243.56	289	103.0005	105	98.015	106	204.58	221	139.98	144
chr1	226164576	226165077	159.032	174	76.01	86	113.038	180	205.971	218	173.012	187	148.971	172	62.993	200	57	64	269.045	274	184.64	255	107.0003	115	161.32	168	409.67	443	476.07	496	228	286	83.9999	92	165.988	169	115.12	120	142.98	150
chr1	226632770	226633271	91.996	911	389.946	447	663.04	778	813.867	1057	109.974	806	448.947	840	999.987	1107	171	264	173.961	1052	674.25	858	190.0027	239	341.06	389	1165.81	1448	2089.46	3328	728.41	962	296.0025	337	670.993	815	366.02	441	351.57	414
chr1	230105766	230106267	225.977	563	20.024	221	313.055	562	578.809	659	179.954	555	168.019	508	395.929	882	82	183	563.026	659	267.79	839	92.0001	200	65.24	262	959.47	1417	45.97	1262	265.33	912	19	304	575.044	628	131.67	402	39.88	375
chr1	230143378	230143879	946.951	1112	592.941	625	554.909	1044	295.13	1061	887.035	1043	684.949	798	1295.803	1509	212	306	1056.978	1169	984.78	1076	234.0002	340	392.34	441	949.12	1729	2274.87	2901	1116.02	1193	334.9986	354	334.966	895	336.29	477	449.31	502
chr1	230425683	230426184	16.944	6626	9.006	2606	35.159	5305	48.176	12808	28.903	4569	22.938	3935	31.013	5297	33	977	115.808	5896	13.04	1331	3.9997	348	8	194	42.2	3724	125.76	10020	38.2	2223	55.9982	725	27.962	7582	3	260	18.04	612
chr1	232639309	232639810	97.99	111	77.012	78	1.008	120	77.991	91	109.016	127	151	178	122.959	300	26	30	217.026	225	422.07	501	309.0053	344	276.01	323	719.67	749	361.69	392	530.55	616	102.9986	134	74.007	78	247.32	254	278.32	297
chr1	234267827	234268328	1538.004	1608	428.053	450	1142.943	1176	1214.091	1303	1017.931	1068	1126.973	1149	1207.966	1278	388	503	1096.005	1139	907.39	955	308.0011	332	412.11	488	1688.94	1776	3460.24	3879	852.86	896	246.0002	256	1402.116	1510	606.21	639	432.08	456
chr1	235888340	235888841	1	13	161.999	167	270.977	289	165.024	183	207.96	251	191.032	230	350.998	369	74	92	74.028	145	551.83	601	150.999	172	274.98	294	784.44	846	874.73	911	430.97	577	163	169	182.015	189	289.28	297	304.06	389
chr1	236535316	236535817	64.988	66	60	60	5	111	54.009	56	95.996	100	94.994	102	132.982	155	21	32	113.024	116	232.75	253	84.9984	145	121.02	122	300.61	311	94.42	289	212.5	226	72.0004	83	57.016	58	132.01	145	123.92	130
chr1	236536826	236537327	1725.916	1942	802.114	834	884.056	982	1668.044	1764	1703.998	1932	391.988	498	1870.076	2570	282	306	1606.034	1712	1274.46	1390	514.0004	576	1397.4	1444	2198.68	2328	1482.98	1662	1675.76	1836	861.9996	902	1492.014	1594	1087.82	1196	818.14	850
chr1	236536890	236537391	1725.916	1942	802.114	834	884.056	982	1668.044	1764	1703.998	1932	391.988	498	1870.076	2570	282	306	1606.034	1712	1274.46	1390	514.0004	576	1397.4	1444	2198.68	2328	1482.98	1662	1675.76	1836	861.9996	902	1492.014	1594	1087.82	1196	818.14	850
chr1	244430273	244430774	101.006	104	92.005	106	11.006	203	57.997	73	164.989	170	270.99	279	489.048	511	44	56	253.02	262	816.2	872	209.9994	219	322.96	338	910.27	1129	978.66	1025	682.08	735	183.0008	188	43.003	49	263.18	320	213.19	438
chr1	244447497	244447998	133	139	0	4	188.004	216	106.999	108	103.992	105	172.992	177	236.994	263	40	57	107.007	115	641.82	667	117.0014	124	232.81	240	825.25	861	488.37	518	595.77	647	200.0004	204	100.003	102	280.06	303	391.89	405
chr1	246021251	246021752	9.996	24	33.001	34	2.987	98	24.001	25	23.005	36	32.982	149	0	240	26	29	84.982	93	213.13	316	46.0001	47	186.15	189	348.96	374	739.89	763	164.31	244	77.0006	83	13.999	19	147.17	164	153.13	166
chr1	246787641	246788142	476.016	522	144.999	156	354.973	503	272.985	353	371.007	416	551.973	600	742.029	824	137	158	567.005	592	765.78	828	219.9985	232	345.85	401	1126.63	1183	1101.67	1604	720.67	806	176.0018	259	174.001	244	510.32	540	374.93	460
chr10	3179250	3179751	248.017	260	137.986	147	25.975	230	170.005	193	177.004	185	273.995	284	418.982	433	71	107	275.997	284	429.63	459	256.0001	271	83.33	229	684.08	721	767.61	796	492.29	506	114.9999	122	168.975	180	242.22	286	222.14	278
chr10	6292119	6292620	433.007	482	355.996	390	371.021	401	328.02	382	196.993	254	303.979	347	613.927	707	122	162	337.009	384	652.71	718	134.0002	147	529.99	580	899.01	983	598.63	679	717.78	791	30.9999	60	268.014	289	348.82	405	302.2	327
chr10	6530182	6530683	2105.054	2424	2417.948	2762	1716.121	1984	2683.294	2915	1775.215	1858	1735.146	1816	2538.989	2831	380	752	65.012	2661	2786.32	3110	1889.9945	2021	379.13	807	4615.16	5448	3460.62	4516	2765.45	2921	378.0034	833	2799.267	2926	865.61	1065	1026.48	1400
chr10	6530203	6530704	2275.128	2621	2644.955	3048	1767.151	2099	2889.306	3137	1927.184	2027	1774.169	1865	2628.093	3075	412	786	104.021	2856	2904.95	3237	2092.997	2230	419.33	855	4789.82	5633	3672.49	4779	2839.68	3002	406.0031	850	3004.283	3133	909.6	1111	1080.35	1463
chr10	7969919	7970420	89.994	98	0	10	121.009	127	68.975	73	98.983	103	142.974	151	249.985	258	47	65	109.008	111	272.13	303	46.9996	53	152.22	196	316.92	391	168.22	187	219.93	246	95.0002	99	75.992	88	202.88	212	242.18	255
chr10	11938184	11938685	10.002	12	4	4	0	31	9.001	10	6	6	34.993	36	45.99	48	10	11	15.999	17	96.11	105	17	17	101.85	108	140.02	145	269	280	145.53	153	30.0006	31	12	12	54.92	56	81.1	93
chr10	12099974	12100475	136.005	203	342.005	355	250.996	299	310.015	335	177.009	298	174.994	312	598.995	937	128	147	459.995	476	452.37	504	95.0001	97	248.98	291	814.92	866	2862.26	2984	565.98	657	164.0011	200	205	213	197.05	214	340.98	368
chr10	12103842	12104343	241.943	465	570.004	598	412.96	452	497.974	538	171.002	386	140.03	415	688.023	756	165	176	612.946	630	517.39	561	218.0004	222	306.72	328	755.41	796	12.96	14	541.96	584	80.0002	99	413.009	427	300.09	319	302.13	314
chr10	12271435	12271936	838.93	1446	1682.094	1782	432.939	1335	1428.02	1499	649	1163	610.031	1049	1993.986	2381	423	610	1621.03	1696	3021.16	3316	499.9978	549	733.03	794	4242.99	4577	6413.17	6707	3714.63	3932	765.0024	881	1285.026	1369	629.84	685	972.41	1049
chr10	12271465	12271966	875.936	1452	1683.092	1784	455.938	1256	1386.001	1450	657	1149	655.071	1003	2070.012	2313	420	602	1604.029	1680	2887.6	3160	504.9974	549	701.72	759	4136.84	4478	6954.25	7260	3616.65	3804	756.0018	852	1267.017	1346	567.8	610	955.43	1039
chr10	13717946	13718447	46.787	4034	5431.433	5655	53.045	3274	57.602	4329	15.027	3123	3.015	3396	10.057	5241	1050	1747	55.959	3903	1321.3	1943	523.9991	563	63.1	922	2422.92	4665	1288.32	1486	1650.74	2360	940.0048	1151	41.255	4802	22.34	1486	32.02	1275
chr10	13718067	13718568	32.746	5103	6199.482	6446	78.173	4091	49.514	5132	15.071	3981	2.016	3968	11.021	6399	1246	2081	102.917	5127	1928.62	2729	728.9994	830	50.86	940	3125.07	5913	2317.59	3377	2308.3	3360	1072.008	1425	33.23	5452	22.38	1740	33.99	1414
chr10	13718096	13718597	26.714	4867	5791.62	6010	74.169	3663	47.534	5000	5.097	3595	0	3650	11.021	6013	1146	1909	98.943	4719	1858.72	2613	688.9994	786	46.9	838	3028.51	5643	2317.59	3377	2254.24	3220	1008.007	1357	23.214	4908	22.38	1614	27.83	1290
chr10	22611623	22612124	316.073	564	550.09	597	393.948	568	394.958	492	452.007	606	301.055	434	717.113	968	190	231	2.025	914	872.57	1008	130.9987	155	393.63	445	1327.36	1436	1033.88	1083	834.54	950	176.0007	214	343.997	392	433.38	464	412.17	570
chr10	22678806	22679307	0	4	3	3	1.008	28	4	4	3	3	2.016	39	0	57	11	12	0.999	8	141.99	167	232.991	253	88.76	90	192.76	199	87.6	96	82.01	109	46.9986	52	0	0	78.14	79	73.99	84
chr10	30752527	30753028	1299.051	1375	1056.926	1126	904.868	1128	157.913	1165	851.09	919	752.975	811	1146.959	1246	259	418	1005.975	1049	1039.36	1094	192.0009	207	153.05	242	1137.79	1505	727.28	774	1182.92	1240	290.002	313	87.849	853	324.32	469	211.32	290
chr10	31014400	31014901	329.982	339	314.992	325	51.972	295	241.037	295	271.005	283	356.971	371	512.065	536	108	148	343.003	352	610.62	650	1194.9901	1285	311.45	338	863.54	938	438.78	488	809.94	836	225.0013	284	249.011	277	332.16	344	339.1	370
chr10	32032476	32032977	150.993	160	249.011	259	30.964	169	123.997	131	167.004	172	162.994	168	57.032	368	43	65	226.01	234	241.06	302	50	50	258.94	357	444.38	519	61.72	86	264.67	356	80.0005	124	100.012	103	176.92	234	190.87	258
chr10	35164693	35165194	381.998	495	321.968	338	211.047	538	421.026	495	312.024	409	344.02	416	91.018	789	125	150	607.076	632	1147.7	1232	483.9987	506	207.07	217	1403.82	1510	659.2	682	775.36	854	377.9962	392	414.008	435	166.13	206	321.04	331
chr10	35459433	35459934	54.005	60	38.999	43	77.971	82	42.021	53	74.002	76	119.014	128	126.021	135	37	41	10.014	92	166.26	180	188.9996	205	100.87	105	291.34	302	279.06	303	209.46	218	40.9983	99	40.999	43	111.96	113	107.04	111
chr10	44413700	44414201	10.998	12	6.999	9	28.992	36	0	4	14.999	17	54.014	58	74.994	83	12	13	24	24	120.67	133	21	21	52.12	71	148.16	154	222.3	227	134.02	145	34.9994	37	0	0	41.07	45	58.98	71
chr10	52067938	52068439	946.009	1000	692.055	750	842.119	910	748.961	822	550.973	583	316.011	332	894.073	955	230	262	779.022	833	1912.37	2392	2494.978	3554	418.11	432	1862.85	2382	1041.39	1774	1572.12	1890	577.9995	877	442.042	493	448.02	470	174.01	184
chr10	58240454	58240955	74.011	85	15.012	57	111.029	123	37.999	49	88.002	105	123.013	130	256.041	333	38	53	104.007	123	325.29	363	45.0002	47	120.19	147	441.91	497	70.79	102	275.24	313	90	108	32.999	43	124.77	175	210.18	235
chr10	59726564	59727065	118.014	134	14	34	241.924	272	26.008	70	131.994	138	358.03	390	499.962	546	82	142	189.996	192	378.58	412	118.0002	120	121.9	322	516.4	602	109.76	112	339.98	370	176.0012	182	74.004	86	278.16	374	165.68	442
chr10	59726578	59727079	118.014	134	14	34	241.924	272	26.008	70	131.994	138	358.03	390	499.962	546	82	142	189.996	192	378.58	412	118.0002	120	121.9	322	516.4	602	109.76	112	339.98	370	176.0012	182	74.004	86	278.16	374	165.68	442
chr10	61883638	61884139	262.998	288	258.024	278	369.992	390	323.079	344	259.046	295	281.001	357	545.022	590	111	129	464.038	493	614.72	658	126.9997	145	286.93	316	754.87	827	1007.36	1187	515.08	574	126.0022	166	240.02	247	375.63	398	243.86	264
chr10	62024275	62024776	43.993	47	2.002	14	58.99	112	27.999	41	69.009	72	98.005	102	260.949	278	14	50	112.008	114	327.84	433	143.9983	147	172.88	265	441.26	576	672.26	711	289.2	357	110.001	114	15.993	36	144.02	213	47.75	297
